,Country Name,Country Code,Indicator Name,Indicator Code,Year,Value
12663906,Colombia,COL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,107.429512023926
12667571,Comoros,COM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,109.64981842041
12671236,"Congo, Dem. Rep.",COD,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,99.68932342529301
12674901,"Congo, Rep.",COG,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,132.773742675781
12678566,Costa Rica,CRI,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,100.135932922363
12682231,Cote d'Ivoire,CIV,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,74.0285186767578
12689561,Cuba,CUB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,103.780792236328
12696891,Cyprus,CYP,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,71.087043762207
12700556,Czech Republic,CZE,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,100.45519256591801
12704221,Denmark,DNK,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,99.03372192382808
12707886,Djibouti,DJI,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,32.4992904663086
12711551,Dominica,DMA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,101.528701782227
12715216,Dominican Republic,DOM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,113.203941345215
12718881,Ecuador,ECU,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,122.55574035644501
12722546,"Egypt, Arab Rep.",EGY,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,80.1744689941406
12726211,El Salvador,SLV,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,91.9291229248047
12729876,Equatorial Guinea,GNQ,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,207.234268188477
12737206,Estonia,EST,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,102.235397338867
12740871,Ethiopia,ETH,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,40.39146041870121
12748201,Fiji,FJI,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,101.756973266602
12751866,Finland,FIN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,101.96160888671899
12755531,France,FRA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,107.154037475586
12762861,Gabon,GAB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,146.6064453125
12766526,"Gambia, The",GMB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,64.8246612548828
12777521,Ghana,GHA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,72.8999328613281
12784851,Greece,GRC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,105.983047485352
12792181,Grenada,GRD,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,103.56307220459
12799511,Guatemala,GTM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,74.5938034057617
12803176,Guinea,GIN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,34.5510597229004
12806841,Guinea-Bissau,GNB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,55.6579093933105
12810506,Guyana,GUY,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,95.12692260742192
12814171,Haiti,HTI,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,85.4809036254883
12817836,Honduras,HND,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,106.87204742431601
12825166,Hungary,HUN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,109.314437866211
12828831,Iceland,ISL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,100.277671813965
12832496,India,IND,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,88.38440704345699
12836161,Indonesia,IDN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,119.602996826172
12839826,"Iran, Islamic Rep.",IRN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,100.993270874023
12843491,Iraq,IRQ,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,102.427978515625
12847156,Ireland,IRL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,95.0862884521484
12854486,Israel,ISR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,99.6083297729492
12858151,Italy,ITA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,100.897499084473
12861816,Jamaica,JAM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,103.728706359863
12865481,Japan,JPN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,99.52191162109379
12869146,Jordan,JOR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,100.902542114258
12876476,Kenya,KEN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,111.75933837890601
12880141,Kiribati,KIR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,129.70901489257798
12887471,"Korea, Rep.",KOR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,103.28034973144501
12894801,Kuwait,KWT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,104.40831756591801
12902131,Lao PDR,LAO,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,97.67310333251949
12905796,Latvia,LVA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,98.2150115966797
12913126,Lesotho,LSO,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,105.004112243652
12916791,Liberia,LBR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,39.3871192932129
12931451,Luxembourg,LUX,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,87.77906036376949
12942446,Madagascar,MDG,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,117.302612304688
12946111,Malawi,MWI,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,58.984649658203104
12949776,Malaysia,MYS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,95.9545669555664
12957106,Mali,MLI,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,24.5326995849609
12960771,Malta,MLT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,101.43859100341801
12968101,Mauritania,MRT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,42.015190124511705
12971766,Mauritius,MUS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,103.427696228027
12975431,Mexico,MEX,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,114.52100372314501
12990091,Mongolia,MNG,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,101.36144256591801
12997421,Morocco,MAR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,86.8403091430664
13001086,Mozambique,MOZ,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,86.5777587890625
13004751,Myanmar,MMR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,93.80316162109379
13015746,Nepal,NPL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,82.7712707519531
13019411,Netherlands,NLD,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,95.2410202026367
13026741,New Zealand,NZL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,104.529052734375
13030406,Nicaragua,NIC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,85.7460403442383
13034071,Niger,NER,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,23.4099903106689
13037736,Nigeria,NGA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,111.56603240966801
13045066,Norway,NOR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,97.8613433837891
13048731,Oman,OMN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,63.510658264160206
13052396,Pakistan,PAK,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,53.358558654785206
13059726,Panama,PAN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,101.052543640137
13063391,Papua New Guinea,PNG,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,56.07231140136721
13067056,Paraguay,PRY,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,104.401611328125
13070721,Peru,PER,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,114.900756835938
13074386,Philippines,PHL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,107.09294128418001
13078051,Poland,POL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,103.531463623047
13081716,Portugal,PRT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,118.903373718262
13089046,Qatar,QAT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,104.500633239746
13096376,Russian Federation,RUS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,102.214126586914
13100041,Rwanda,RWA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,69.9010009765625
13111036,Sao Tome and Principe,STP,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,136.609283447266
13118366,Senegal,SEN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,50.1112785339355
13125696,Seychelles,SYC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,97.8807907104492
13129361,Sierra Leone,SLE,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,61.881809234619105
13144021,Slovenia,SVN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,99.3926315307617
13147686,Solomon Islands,SLB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,79.37635803222659
13151351,Somalia,SOM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,18.4740104675293
13162346,Spain,ESP,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,109.145156860352
13166011,Sri Lanka,LKA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,99.8039321899414
13169676,St. Kitts and Nevis,KNA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,111.218299865723
13173341,St. Lucia,LCA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,131.408340454102
13180671,St. Vincent and the Grenadines,VCT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,111.683662414551
13188001,Suriname,SUR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,139.184432983398
13191666,Swaziland,SWZ,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,95.2977294921875
13195331,Sweden,SWE,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,98.1829833984375
13198996,Switzerland,CHE,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,81.2647323608398
13202661,Syrian Arab Republic,SYR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,99.4573135375977
13209991,Tanzania,TZA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,86.5001602172852
13213656,Thailand,THA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,96.18063354492192
13220986,Togo,TGO,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,87.4435272216797
13224651,Tonga,TON,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,118.511001586914
13228316,Trinidad and Tobago,TTO,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,96.68775177001949
13231981,Tunisia,TUN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,112.21003723144501
13235646,Turkey,TUR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,107.007797241211
13250306,Uganda,UGA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,68.4002227783203
13253971,Ukraine,UKR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,101.037910461426
13257636,United Arab Emirates,ARE,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,95.8839569091797
13261301,United Kingdom,GBR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,102.486976623535
13264966,United States,USA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,98.13123321533199
13268631,Uruguay,URY,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,106.011421203613
13279626,"Venezuela, RB",VEN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,107.79669189453101
13283291,Vietnam,VNM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,104.739158630371
13297951,Zambia,ZMB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,95.0612030029297
13301616,Zimbabwe,ZWE,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1984-01-01,126.35823059081999
13305281,Arab World,ARB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,80.5687026977539
13308946,East Asia & Pacific,EAS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,114.124687194824
13312611,East Asia & Pacific (excluding high income),EAP,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,115.50821685791
13316276,Euro area,EMU,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,104.11897277831999
13319941,Europe & Central Asia,ECS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,103.550621032715
13323606,Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,104.339302062988
13327271,European Union,EUU,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,103.002212524414
13330936,Heavily indebted poor countries (HIPC),HPC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,65.10540771484379
13334601,High income,HIC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,100.413833618164
13338266,Latin America & Caribbean,LCN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,113.91986083984399
13341931,Latin America & Caribbean (excluding high income),LAC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,114.335647583008
13345596,Least developed countries: UN classification,LDC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,67.8794708251953
13349261,Low & middle income,LMY,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,98.62301635742192
13352926,Low income,LIC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,65.51278686523439
13356591,Lower middle income,LMC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,91.42965698242192
13360256,Middle East & North Africa,MEA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,90.1232528686523
13363921,Middle East & North Africa (excluding high income),MNA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,91.6620635986328
13367586,Middle income,MIC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,101.98854827880899
13371251,North America,NAC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,98.830810546875
13374916,OECD members,OED,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,103.525703430176
13378581,South Asia,SAS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,82.050048828125
13382246,Sub-Saharan Africa,SSF,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,77.87245178222659
13385911,Sub-Saharan Africa (excluding high income),SSA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,77.86961364746091
13389576,Upper middle income,UMC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,113.24292755126999
13393241,World,WLD,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,98.8764190673828
13396906,Afghanistan,AFG,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,24.695180892944304
13400571,Albania,ALB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,103.91783905029301
13404236,Algeria,DZA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,89.63086700439449
13415231,Angola,AGO,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,75.0247421264648
13422561,Argentina,ARG,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,105.47010040283199
13433556,Australia,AUS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,104.270980834961
13437221,Austria,AUT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,96.7793807983398
13444551,"Bahamas, The",BHS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,105.375381469727
13448216,Bahrain,BHR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,111.100883483887
13451881,Bangladesh,BGD,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,68.0368728637695
13455546,Barbados,BRB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,108.69612121581999
13459211,Belarus,BLR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,107.322410583496
13462876,Belgium,BEL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,98.71849822998051
13466541,Belize,BLZ,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,113.810447692871
13470206,Benin,BEN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,63.7705497741699
13473871,Bermuda,BMU,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,96.7903900146484
13477536,Bhutan,BTN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,58.6430511474609
13488531,Botswana,BWA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,97.9911727905273
13499526,Brunei Darussalam,BRN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,105.862503051758
13503191,Bulgaria,BGR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,107.41047668456999
13506856,Burkina Faso,BFA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,25.56907081604
13510521,Burundi,BDI,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,49.6518898010254
13514186,Cabo Verde,CPV,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,114.362953186035
13517851,Cambodia,KHM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,201.11022949218798
13521516,Cameroon,CMR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,97.67523193359379
13525181,Canada,CAN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,103.30490875244101
13532511,Central African Republic,CAF,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,77.04884338378909
13536176,Chad,TCD,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,34.6738815307617
13543506,Chile,CHL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,110.35954284668001
13547171,China,CHN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,118.63922119140601
13550836,Colombia,COL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,105.34996795654301
13554501,Comoros,COM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,106.587120056152
13558166,"Congo, Dem. Rep.",COD,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,94.4943389892578
13561831,"Congo, Rep.",COG,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,133.05603027343798
13565496,Costa Rica,CRI,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,99.9201507568359
13569161,Cote d'Ivoire,CIV,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,72.0131607055664
13576491,Cuba,CUB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,102.20758056640601
13583821,Cyprus,CYP,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,71.8787002563477
13587486,Czech Republic,CZE,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,98.2058792114258
13591151,Denmark,DNK,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,98.8461685180664
13594816,Djibouti,DJI,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,32.037139892578104
13602146,Dominican Republic,DOM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,120.425971984863
13605811,Ecuador,ECU,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,122.49607086181601
13609476,"Egypt, Arab Rep.",EGY,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,82.2602920532227
13624136,Estonia,EST,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,103.260147094727
13627801,Ethiopia,ETH,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,37.507209777831996
13635131,Fiji,FJI,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,102.096580505371
13638796,Finland,FIN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,102.787162780762
13642461,France,FRA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,107.111801147461
13649791,Gabon,GAB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,147.237838745117
13653456,"Gambia, The",GMB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,66.7902984619141
13664451,Ghana,GHA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,74.043098449707
13671781,Greece,GRC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,105.92977142334
13679111,Grenada,GRD,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,103.93438720703101
13686441,Guatemala,GTM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,75.0554733276367
13690106,Guinea,GIN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,39.0544013977051
13693771,Guinea-Bissau,GNB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,55.097381591796896
13697436,Guyana,GUY,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,94.5128021240234
13701101,Haiti,HTI,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,86.6830673217773
13704766,Honduras,HND,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,107.519989013672
13712096,Hungary,HUN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,105.66309356689501
13715761,Iceland,ISL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,99.3655319213867
13719426,India,IND,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,88.2199935913085
13723091,Indonesia,IDN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,121.198257446289
13726756,"Iran, Islamic Rep.",IRN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,101.178810119629
13730421,Iraq,IRQ,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,102.00186920166
13734086,Ireland,IRL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,95.10272216796879
13741416,Israel,ISR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,99.2993621826172
13745081,Italy,ITA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,100.819458007813
13748746,Jamaica,JAM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,102.983428955078
13752411,Japan,JPN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,100.41445922851601
13756076,Jordan,JOR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,101.89306640625
13763406,Kenya,KEN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,106.573776245117
13767071,Kiribati,KIR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1985-01-01,127.526329040527
